objectId,inSize,2Full,2Witness,notElim,merge1,groupize,separation,expansion,preparation,arrPrep,merge3,genEnv,witness
o27832,249,124,623,623,608,984,1072,1072,1072,1072,1415,17
o9273,252,139,452,452,452,577,706,706,706,706,1171,34
o68330,253,36,123,123,123,166,166,166,166,166,428,2
o48164,255,86,290,290,283,315,315,315,315,315,397,15
o78127,255,66,200,200,200,334,512,512,512,512,1306,4
o82284,255,166,611,611,611,823,1202,1202,1202,1202,1124,19
o48017,258,117,836,836,836,1060,524,524,524,524,429,1
o25193,258,125,445,445,445,664,1378,1378,1378,1378,1695,4
o25190,258,119,447,447,447,665,1380,1380,1380,1380,1696,4
o88607,259,178,436,436,436,468,468,468,468,468,483,16
o6269,259,105,444,444,444,704,1299,1299,1299,1299,873,2
o27031,260,96,307,307,307,425,412,412,412,412,809,2
o21731,261,59,150,150,150,193,193,193,193,193,368,2
o73407,263,106,362,362,342,558,706,706,706,706,950,2
o72209,265,51,183,183,183,215,215,215,215,215,391,1
o25196,266,129,449,449,449,670,1390,1390,1390,1390,1693,5
o79439,267,113,482,482,467,701,785,785,785,785,923,2
o91001,267,136,487,487,487,601,908,908,908,908,1109,14
o25200,267,77,287,287,261,536,673,673,673,673,1601,5
o69314,267,149,643,643,643,927,1214,1214,1214,1214,1295,2
o65482,268,98,321,321,321,385,798,798,798,798,866,2
o55101,268,120,510,510,510,733,1085,1085,1085,1085,1253,2
o76868,268,128,468,468,468,739,1285,1285,1285,1285,1046,4
o48167,268,59,240,240,240,370,370,370,370,370,372,8
o69507,272,101,516,516,516,644,1401,1401,1401,1401,890,2
o28266,273,139,586,586,586,809,1161,1161,1161,1161,1291,2
o63987,273,93,480,480,480,619,619,619,619,619,392,1
o77428,273,36,123,123,123,166,166,166,166,166,392,1
o9941,274,140,457,457,457,662,1249,1249,1249,1249,1226,2
o44010,274,109,427,427,427,589,969,969,969,969,881,2
o23153,275,84,314,314,314,503,595,595,595,595,1942,4
o64893,275,116,463,463,463,729,981,981,981,981,1470,11
o12240,275,130,542,542,542,754,1064,1064,1064,1064,1092,20
o83308,277,36,123,123,123,166,166,166,166,166,428,2
o78117,278,73,216,216,216,350,537,537,537,537,1342,5
o89941,278,84,261,261,261,336,516,516,516,516,885,2
o67196,282,175,745,745,745,923,1696,1696,1696,1696,1176,41
o90448,284,133,457,457,457,734,1009,1009,1009,1009,1312,2
o10018,286,152,613,613,606,818,1300,1300,1300,1300,1108,11
o76899,286,111,402,402,402,607,1008,1008,1008,1008,1247,2
o42981,288,36,123,123,123,166,166,166,166,166,428,2
o90567,288,95,340,340,320,536,673,673,673,673,899,2
o90442,289,155,644,644,601,1020,1169,1169,1169,1169,1545,24
o78398,290,120,407,407,407,503,1162,1162,1162,1162,1468,2
o70325,290,155,725,725,725,1154,1450,1450,1450,1450,2162,5
o10055,291,135,560,560,560,815,1275,1275,1275,1275,1678,12
o25988,291,36,123,123,123,166,166,166,166,166,363,2
o42149,291,126,647,647,647,825,1527,1527,1527,1527,1109,14
o3616,291,115,365,365,365,472,1095,1095,1095,1095,1399,2
o9777,294,132,420,420,420,644,1064,1064,1064,1064,1201,2
o60115,294,90,294,294,294,315,584,584,584,584,428,2
o48162,296,58,205,205,205,237,237,237,237,237,371,2
o24189,296,83,329,329,329,502,636,636,636,636,871,2
o39485,296,149,585,585,578,854,1333,1333,1333,1333,1558,5
o9912,296,134,552,552,552,775,1290,1290,1290,1290,1223,2
o51227,297,78,249,249,249,324,498,498,498,498,873,2
o26954,298,86,1653,1653,1631,2929,1175,1175,1175,1175,477,1
o69909,298,94,369,369,369,542,675,675,675,675,871,2
o44989,299,123,477,477,477,743,1001,1001,1001,1001,1520,12
o79450,299,144,579,579,524,747,933,933,933,933,1275,19
o26589,300,115,475,475,475,687,1253,1253,1253,1253,1079,17
o42519,300,89,353,353,300,375,506,506,506,506,859,2
o91099,300,141,500,500,500,657,1480,1480,1480,1480,1710,2
o81591,301,126,553,553,553,863,1225,1225,1225,1225,1101,28
o58631,303,99,372,372,372,497,606,606,606,606,1091,14
o47925,303,83,329,329,329,502,636,636,636,636,871,2
o43970,305,124,532,532,532,744,1056,1056,1056,1056,1086,12
o84027,305,105,358,358,358,574,896,896,896,896,1221,2
o63285,306,132,455,455,455,732,801,801,801,801,949,2
o9948,306,126,536,536,536,748,1064,1064,1064,1064,1088,12
o6242,307,130,542,542,542,754,1064,1064,1064,1064,1092,20
o27845,308,177,787,787,787,1152,1463,1463,1463,1463,1702,35
o64742,308,36,123,123,123,166,166,166,166,166,363,2
o76865,308,96,239,239,239,325,457,457,457,457,1171,2
o83139,309,130,537,537,537,895,1165,1165,1165,1165,1631,22
o12345,311,97,287,287,287,362,555,555,555,555,1170,2
o72207,311,108,282,282,282,346,346,346,346,346,478,5
o42299,312,102,328,328,273,348,637,637,637,637,1021,2
o83739,313,120,362,362,362,426,877,877,877,877,887,2
o27838,313,178,803,803,761,1115,1697,1697,1697,1697,1442,33
o91109,315,154,750,750,712,1149,1213,1213,1213,1213,1503,22
o89704,317,131,472,472,435,629,826,826,826,826,933,2
o9909,318,139,653,653,622,932,1461,1461,1461,1461,1198,16
o83695,319,122,408,408,392,456,1092,1092,1092,1092,888,2
o72587,319,162,734,734,734,1099,1577,1577,1577,1577,1657,21
o83693,320,102,319,319,319,383,650,650,650,650,895,2
o25182,320,97,260,260,260,327,441,441,441,441,921,2
o21459,320,173,834,834,834,1286,2053,2053,2053,2053,1687,52
o6209,321,134,763,763,763,1021,2033,2033,2033,2033,944,2
o62775,321,90,471,471,471,567,1261,1261,1261,1261,895,2
o73918,322,92,356,356,356,572,836,836,836,836,1373,2
o53905,323,127,393,393,393,457,863,863,863,863,1029,5
o10059,324,131,548,548,548,803,1263,1263,1263,1263,1670,10
o25793,324,100,561,561,561,755,1420,1420,1420,1420,897,2
o40229,324,204,611,611,611,725,1224,1224,1224,1224,1174,54
o28263,324,131,595,595,595,879,1080,1080,1080,1080,1488,12
o79589,325,82,325,325,325,498,632,632,632,632,869,2
o21828,326,86,322,322,315,445,445,445,445,445,397,12
o53909,327,101,381,381,331,363,365,365,365,365,646,9
o46364,327,112,476,476,476,699,767,767,767,767,1083,19
o76160,327,137,354,354,354,386,386,386,386,386,442,34
o54984,328,90,299,299,299,349,478,478,478,478,914,2
o34373,330,132,455,455,440,717,1006,1006,1006,1006,1310,2
o91006,331,143,632,632,632,869,1745,1745,1745,1745,1287,2
o31608,331,141,503,503,488,754,1123,1123,1123,1123,1291,2
o41599,331,112,1020,1020,1020,1120,696,696,696,696,472,5
o73042,332,89,261,261,261,347,471,471,471,471,892,2
o83723,332,103,452,452,452,675,744,744,744,744,1087,12
o48244,332,147,569,569,569,867,1345,1345,1345,1345,1867,9
o78089,333,79,426,426,426,581,1289,1289,1289,1289,1345,5
o69525,333,135,486,486,486,643,1205,1205,1205,1205,1651,12
o13948,334,164,683,683,683,1010,1633,1633,1633,1633,2022,2
o39440,335,110,470,470,470,693,761,761,761,761,1079,17
o9818,335,113,393,393,393,577,655,655,655,655,997,2
o53906,335,103,330,330,330,394,787,787,787,787,927,2
o48513,336,170,575,575,575,884,1581,1581,1581,1581,2036,2
o63950,336,120,533,533,513,871,1016,1016,1016,1016,1427,19
o45193,337,143,528,528,528,660,1435,1435,1435,1435,1670,2
o27835,338,170,728,728,664,1020,1006,1006,1006,1006,961,2
o80622,339,124,531,531,531,743,897,897,897,897,1091,7
o21730,340,112,405,405,405,567,1167,1167,1167,1167,1022,10
o76583,340,225,681,681,681,820,820,820,820,820,428,2
o25194,341,178,623,623,623,897,1789,1789,1789,1789,2051,5
o25191,341,178,623,623,623,897,1789,1789,1789,1789,2053,5
o85922,342,60,179,179,179,230,230,230,230,230,343,4
o43981,343,135,513,513,513,707,1480,1480,1480,1480,1445,2
o70022,344,109,355,355,355,462,1027,1027,1027,1027,1505,2
o48805,344,95,364,364,364,489,596,596,596,596,1083,12
o60137,346,107,351,351,351,458,1021,1021,1021,1021,1501,2
o46259,346,119,506,506,506,729,1081,1081,1081,1081,1251,2
o78453,346,131,464,464,464,560,1447,1447,1447,1447,1408,2
o74595,347,163,648,648,648,995,1534,1534,1534,1534,1666,29
o44972,348,159,674,674,659,1160,1487,1487,1487,1487,2547,5
o40225,348,185,692,692,692,1039,1616,1616,1616,1616,1692,25
o81573,349,133,554,554,554,809,1269,1269,1269,1269,1674,11
o78451,349,158,480,480,480,576,1479,1479,1479,1479,1416,2
o58865,349,92,275,275,275,350,536,536,536,536,879,2
o66644,350,134,416,416,416,673,1862,1862,1862,1862,2924,4
o62379,351,93,360,360,360,485,591,591,591,591,1079,11
o9850,351,152,536,536,498,836,1083,1083,1083,1083,1326,2
o76909,352,143,578,578,578,942,1598,1598,1598,1598,1448,23
o50969,352,125,730,730,730,1031,2183,2183,2183,2183,1303,2
o89702,352,139,586,586,554,766,904,904,904,904,937,2
o67200,353,210,872,872,872,1191,2123,2123,2123,2123,1561,39
o39423,353,116,441,441,441,646,1172,1172,1172,1172,1442,2
o56137,355,78,249,249,249,324,498,498,498,498,873,2
o40355,355,106,453,453,453,567,929,929,929,929,1081,21
o16363,356,138,730,730,730,974,1588,1588,1588,1588,1137,24
o9812,356,158,679,679,679,989,1966,1966,1966,1966,1251,2
o20466,356,120,512,512,512,724,1034,1034,1034,1034,1072,15
o75109,356,100,528,528,528,656,366,366,366,366,420,2
o83725,357,140,569,569,569,781,1047,1047,1047,1047,1105,12
o73044,357,121,392,392,372,588,751,751,751,751,951,2
o76665,357,341,1379,1379,1379,1925,1996,1996,1996,1996,2906,17
o12642,358,81,318,318,318,507,602,602,602,602,1522,4
o9799,358,190,734,734,734,1070,1852,1852,1852,1852,1671,54
o27843,358,189,697,697,697,941,2271,2271,2271,2271,1710,2
o20458,359,104,446,446,431,665,749,749,749,749,905,2
o43007,360,144,581,581,561,919,1100,1100,1100,1100,1588,31
o25186,360,207,709,709,660,957,1561,1561,1561,1561,1731,4
o79481,361,111,476,476,476,699,768,768,768,768,1103,16
o12491,362,93,373,373,315,390,522,522,522,522,889,2
o79441,362,156,681,681,681,965,1165,1165,1165,1165,1487,18
o36464,363,113,482,482,482,705,774,774,774,774,1107,17
o78129,363,90,267,267,267,492,1138,1138,1138,1138,2275,5
o57656,364,146,540,540,540,752,1269,1269,1269,1269,1129,20
o81593,365,154,649,649,649,1002,1975,1975,1975,1975,1760,16
o51255,365,116,438,438,438,552,899,899,899,899,1076,17
o71424,366,133,479,479,479,593,899,899,899,899,1104,12
o77425,366,185,1623,1623,1623,2007,1989,1989,1989,1989,731,9
o49989,369,106,362,362,342,558,706,706,706,706,950,2
o12220,369,176,797,797,755,1109,1689,1689,1689,1689,1434,32
o33732,372,154,645,645,625,1015,2350,2350,2350,2350,2050,2
o71539,372,152,548,548,548,785,1824,1824,1824,1824,1800,2
o68438,373,75,243,243,243,318,489,489,489,489,867,2
o9949,373,175,545,545,529,814,1215,1215,1215,1215,1269,2
o59673,373,99,372,372,372,497,606,606,606,606,1091,14
o65468,374,164,621,621,621,865,1452,1452,1452,1452,1480,12
o47167,375,163,699,699,699,1015,1440,1440,1440,1440,1883,15
o44260,375,91,356,356,356,481,586,586,586,586,1075,10
o85193,376,147,628,628,585,1004,1138,1138,1138,1138,1509,21
o47860,377,131,554,554,554,766,1076,1076,1076,1076,1101,16
o3620,377,137,253,253,253,328,498,498,498,498,893,2
o89499,378,95,364,364,364,489,596,596,596,596,1083,12
o67501,378,111,474,474,459,693,777,777,777,777,919,2
o42024,378,179,732,732,689,1126,1369,1369,1369,1369,1915,43
o76554,379,89,353,353,353,526,660,660,660,660,883,2
o85901,379,63,208,208,153,196,196,196,196,196,515,2
o76642,379,377,1463,1463,1463,2073,2746,2746,2746,2746,3466,22
o89522,380,206,783,783,776,1182,2347,2347,2347,2347,1928,4
o3211,381,102,352,352,352,568,887,887,887,887,1215,2
o6205,382,159,743,743,743,1108,1577,1577,1577,1577,1668,23
o44262,383,79,249,249,249,324,497,497,497,497,853,2
o84263,383,143,985,985,985,1227,2648,2648,2648,2648,1214,25
o12387,383,179,699,699,699,1113,1983,1983,1983,1983,1809,24
o12209,385,201,927,927,927,1296,2541,2541,2541,2541,1830,18
o2058,385,142,577,577,557,915,1083,1083,1083,1083,1501,31
o23148,386,137,818,818,778,988,1917,1917,1927,1917,1134,11
o70288,386,129,468,468,431,625,820,820,820,820,929,2
o60269,388,137,490,490,490,647,1476,1476,1476,1476,1635,2
o63288,388,150,532,532,466,804,872,872,872,872,961,2
o76639,388,474,1575,1575,1339,1707,1727,1727,1727,1727,1585,2
o64870,389,119,500,500,500,723,792,792,792,792,1119,20
o40223,389,190,855,855,811,1165,1765,1765,1765,1765,1508,29
o9955,390,191,744,744,744,1080,1854,1854,1854,1854,1689,34
o57232,391,157,648,648,633,1052,1324,1324,1324,1324,1808,26
o83374,392,93,360,360,360,485,591,591,591,591,1079,11
o78404,392,85,263,263,263,338,519,519,519,519,887,2
o68315,392,100,325,325,325,389,804,804,804,804,870,2
o45592,395,78,249,249,249,324,498,498,498,498,873,2
o68426,395,101,352,352,332,548,691,691,691,691,911,2
o36461,395,137,594,594,594,904,1375,1375,1375,1375,1098,11
o78102,395,68,231,231,231,306,433,433,433,433,914,2
o7230,396,167,708,708,693,1130,1450,1450,1450,1450,2100,37
o89900,396,149,611,611,611,914,1793,1793,1793,1793,1443,2
o46256,396,172,766,766,766,1100,1518,1518,1518,1518,1819,18
o43083,397,187,755,755,755,1177,2253,2253,2253,2253,2890,21
o79709,397,167,708,708,665,1102,1321,1321,1321,1321,1855,37
o60103,397,83,459,459,459,443,443,443,443,443,833,1
o85909,397,68,231,231,231,306,433,433,433,433,914,2
o27844,399,262,1053,1053,1016,1370,1610,1610,1610,1610,1820,96
o69391,399,121,493,493,493,729,1448,1448,1448,1448,2092,2
o89521,400,218,825,825,818,1160,2336,2336,2336,2336,1485,13
o62772,400,117,715,715,715,893,1786,1786,1786,1786,1132,16
o13435,401,167,701,701,701,1080,2665,2665,2665,2665,2306,2
o90950,401,134,253,253,253,328,504,504,504,504,877,2
o26956,402,97,2698,2698,2676,4916,1640,1640,1640,1640,525,1
o70518,402,143,1654,1654,1654,2134,1055,1055,1055,1055,500,1
o81574,403,154,649,649,649,1002,1975,1975,1975,1975,1760,16
o12490,403,127,542,542,450,666,748,748,748,748,949,2
o17654,403,161,1054,1054,1054,1529,2902,2902,2902,2902,1731,19
o21477,404,185,791,791,791,1125,1552,1552,1552,1552,1559,14
o74022,404,170,692,692,692,976,1631,1631,1631,1631,1638,2
o42212,404,156,547,547,504,813,1733,1733,1733,1733,1516,2
o69511,405,123,383,383,383,495,1019,1019,1019,1019,926,2
o71448,405,112,404,404,404,609,1011,1011,1011,1011,1249,2
o82290,405,89,353,353,300,375,506,506,506,506,859,2
o67623,406,41,123,123,123,177,177,177,177,177,382,2
o79705,407,165,605,605,605,903,1390,1390,1390,1390,1903,18
o41729,408,107,351,351,351,458,1021,1021,1021,1021,1436,2
o6167,409,167,870,870,870,1244,2581,2581,2581,2581,1272,2
o10086,410,231,862,862,819,1081,2075,2075,2075,2075,1285,2
o9857,410,182,821,821,821,1175,1885,1885,1885,1885,1665,29
o39871,411,171,599,599,599,745,1509,1509,1509,1509,1667,11
o36250,411,78,236,236,236,268,268,268,268,268,383,3
o28259,412,208,895,895,895,1353,2641,2641,2641,2641,1629,2
o85971,414,101,415,415,395,725,756,756,756,756,1484,5
o41787,414,93,360,360,360,485,591,591,591,591,1108,10
o10468,415,148,695,695,680,1056,1168,1168,1168,1168,1511,29
o71450,415,88,299,299,299,363,618,618,618,618,885,2
o46299,415,78,743,743,743,935,557,557,557,557,456,6
o55685,415,117,479,479,479,691,1258,1258,1258,1258,1083,30
o25701,416,193,979,979,979,1319,2686,2686,2686,2686,1523,19
o73043,417,132,458,458,438,686,1495,1495,1495,1495,1492,2
o58637,417,174,570,570,570,807,1687,1687,1687,1687,2149,2
o43974,417,175,809,809,809,1163,1873,1873,1873,1873,1658,21
o68306,418,123,449,449,449,563,918,918,918,918,1081,13
o6219,418,136,560,560,560,772,1082,1082,1082,1082,1104,23
o14471,419,142,512,512,512,717,1415,1415,1415,1415,1541,2
o24544,419,110,400,400,400,605,1005,1005,1005,1005,1245,2
o76664,419,155,768,768,768,1133,1615,1615,1615,1615,1679,37
o69499,419,130,370,370,370,469,824,824,824,824,1498,2
o16365,420,161,629,629,629,884,1516,1516,1516,1516,1777,15
o83301,420,172,580,580,560,840,2076,2076,2076,2076,2016,2
o29024,420,131,589,589,589,873,1073,1073,1073,1073,1437,16
o79442,421,152,666,666,620,875,1372,1372,1372,1372,1535,14
o81723,421,132,455,455,412,689,801,801,801,801,949,2
o61120,422,123,469,469,469,642,1009,1009,1009,1009,952,2
o58636,422,130,454,454,454,702,1733,1733,1733,1733,2095,2
o46198,423,132,455,455,412,689,801,801,801,801,949,2
o10065,424,244,1040,1040,992,1407,1778,1778,1778,1778,1879,26
o20459,424,120,512,512,512,724,1034,1034,1034,1034,1072,15
o42158,425,132,598,598,598,758,1022,1022,1022,1022,1087,21
o90887,425,136,435,435,435,531,1246,1246,1246,1246,1418,2
o62380,427,144,536,536,536,682,1115,1115,1115,1115,1706,13
o46258,429,146,631,631,631,915,1202,1202,1202,1202,1318,2
o60133,429,151,593,593,593,951,1235,1235,1235,1235,1687,36
o45133,429,176,713,713,693,1058,2395,2395,2395,2395,2079,2
o53623,429,134,474,474,474,588,944,944,944,944,1112,26
o69746,430,160,657,657,657,1047,1545,1545,1545,1545,2115,23
o71551,430,174,608,608,608,797,1770,1770,1770,1770,2226,13
o90494,431,62,261,261,261,343,292,292,292,292,717,14
o68311,431,116,438,438,438,552,899,899,899,899,1076,59
o9910,431,205,789,789,743,987,2457,2457,2457,2457,1568,2
o66589,431,79,251,251,251,326,501,501,501,501,875,2
o45175,431,175,609,609,566,850,1763,1763,1763,1763,1510,2
o9851,431,204,926,926,926,1378,2309,2309,2309,2309,1713,82
o26628,432,156,609,609,609,816,1577,1577,1577,1577,1885,23
o44097,432,175,684,684,641,1060,1245,1245,1245,1245,1633,32
o79717,432,174,751,751,751,1056,1734,1734,1734,1734,2040,10
o72194,434,97,385,385,385,558,692,692,692,692,899,2
o31545,435,186,664,664,617,933,1238,1238,1238,1238,1335,2
o61760,435,133,505,505,505,662,1253,1253,1253,1253,1727,15
o86372,435,72,235,235,235,310,441,441,441,441,738,2
o79712,435,180,921,921,921,1272,2414,2414,2414,2414,1537,20
o53903,436,113,478,478,478,712,977,977,977,977,1225,2
o48800,438,122,537,537,517,875,1023,1023,1023,1023,1435,20
o21393,438,180,736,736,736,1020,1658,1658,1658,1658,1769,2
o47063,440,128,471,471,471,585,888,888,888,888,1093,10
o10091,440,182,595,595,595,832,2120,2120,2120,2120,1797,2
o40228,440,270,891,891,891,1227,2127,2127,2127,2127,1773,213
o17460,441,137,571,571,571,783,1050,1050,1050,1050,1106,12
o28268,442,232,962,962,962,1420,1994,1994,1994,1994,1295,2
o39443,443,139,603,603,588,883,928,928,928,928,1031,2
o89764,444,171,575,575,575,732,1412,1412,1412,1412,1809,24
o58273,445,209,899,899,787,1123,1735,1735,1735,1735,1566,49
o6310,445,134,514,514,514,726,1238,1238,1238,1238,1100,14
o21458,446,227,1088,1088,1088,1688,3048,3048,3048,3048,2061,55
o63325,446,89,269,269,269,344,527,527,527,527,873,2
o76660,447,166,753,753,753,1196,1619,1619,1619,1619,1319,2
o10076,447,120,766,766,766,978,1456,1456,1456,1456,960,2
o65587,448,84,248,248,248,280,280,280,280,280,389,12
o20471,448,165,707,707,692,976,1278,1278,1278,1278,1327,2
o17628,448,216,813,813,813,1235,2303,2303,2303,2303,2922,35
o83326,448,145,794,794,794,1004,1976,1976,1976,1976,1160,21
o76874,449,162,548,548,548,785,1455,1455,1455,1455,1860,2
o44986,449,131,538,538,491,708,828,828,838,828,1329,28
o54554,449,206,685,685,637,892,1316,1316,1316,1316,1305,2
o13142,449,150,701,701,701,1077,1176,1176,1176,1176,1519,30
o12182,450,130,595,595,595,879,918,918,918,918,1203,11
o44188,452,192,865,865,865,1219,1979,1979,1979,1979,1680,27
o46395,452,133,550,550,550,762,921,921,921,921,1122,16
o19357,452,209,864,864,864,1322,2071,2071,2071,2071,2680,31
o15726,452,127,405,405,405,469,810,810,810,810,1037,5
o85911,453,109,342,342,342,406,811,811,811,811,933,2
o85927,453,106,362,362,342,558,706,706,706,706,950,2
o77233,453,172,779,779,779,1187,1633,1633,1633,1633,2127,25
o3617,454,153,483,483,483,622,1696,1696,1696,1696,1956,2
o81589,454,192,845,845,807,1224,1521,1521,1521,1521,1680,2
o63985,456,148,558,558,558,904,1917,1917,1917,1917,1798,2
o28254,456,198,771,771,771,1179,1676,1676,1676,1676,1881,30
o25199,457,205,735,735,735,1237,2232,2232,2232,2232,3477,5
o83279,457,178,797,797,782,1190,2750,2750,2750,2750,2118,2
o55574,457,109,414,414,312,387,637,637,637,637,1021,2
o83690,457,166,667,667,667,1020,1512,1512,1512,1512,1339,11
o40349,459,155,670,670,670,1017,1563,1563,1563,1563,1687,43
o69533,459,149,475,475,475,614,1643,1643,1643,1643,1812,2
o58863,460,106,362,362,362,578,706,706,706,706,921,2
o65508,461,184,789,789,699,1093,1347,1347,1347,1347,2082,47
o6233,461,195,918,918,918,1362,1988,1988,1988,1988,2224,38
o64892,462,99,348,348,348,564,685,685,685,685,907,2
o12214,464,182,852,852,837,1263,1552,1552,1552,1552,1797,26
